code,target,clip,q_target,weight,y
029f0abf-1664-424f-88cb-11c9c8af2b11,DRIAMS-C,2,0.004942095381280687,0.2844832,0
08149af1-10f5-4f02-81d8-3d46d66d4a7a,DRIAMS-C,2,0.009997425501535328,0.57842314,0
08fe3876-ecee-4ddc-9aa9-a84f605757f7,DRIAMS-C,2,0.0004053064876590588,0.023224877,0
0a9fdd4b-7180-47c0-849e-cb32d46da94c,DRIAMS-C,2,0.0008458275444216929,0.04848899,0
0d82f4c4-473c-49d8-8c85-e3e36e96d047,DRIAMS-C,2,0.000894051272658473,0.051256,1
0f1b40f3-248c-43f5-9dfa-d46f003961b7,DRIAMS-C,2,0.00380738461238711,0.21891588,0
10f4b28a-f3f3-4ae4-9bc0-586f958637b1,DRIAMS-C,2,0.0002790131381916678,0.015985996,0
137bda86-d8bf-43f6-ba35-1fd8af957c91,DRIAMS-C,2,0.0009755627661757956,0.05593362,0
1aee5e96-b3fb-451f-becc-55e53261212a,DRIAMS-C,2,0.0015474036323000432,0.08877077,0
1ef23f8d-3105-4a77-91ab-7bff93b060f4,DRIAMS-C,2,0.0028495346172846834,0.16368432,0
2e4ea4f9-0762-4d27-8a13-6897b8a8797c,DRIAMS-C,2,0.0009740295411804451,0.05584563,1
3041d8ce-63b6-4a6a-b112-29abc090ba25,DRIAMS-C,2,0.0011350401443550161,0.0650876,0
33884a4d-9d1c-4383-b8b0-d28db083626b,DRIAMS-C,2,0.0016169416189394925,0.09276646,0
376bbd61-863d-4b5e-9a24-8adfb6423b0d,DRIAMS-C,2,0.0011484616721612313,0.06585813,0
3b3b3d5d-95e6-4ddc-8a68-4c7e92ebdeeb,DRIAMS-C,2,0.0010218586820384353,0.0585907,0
3dd9604c-2b0a-422b-a588-c18f55acac79,DRIAMS-C,2,0.003039134590720595,0.1746086,1
3ede29db-1e7e-4e8c-bc20-10f6bc035677,DRIAMS-C,2,0.0007588887628027837,0.043501243,0
4790f1d2-8892-43ea-bea9-65c7515f567a,DRIAMS-C,2,0.002768773274760277,0.1590323,0
484efd08-2de3-45f0-9430-d88e6c53c32b,DRIAMS-C,2,0.0004419257399828321,0.025324162,0
49eceea6-f184-4ed2-9cf6-e6d411c47f85,DRIAMS-C,2,0.0009614645671993047,0.055124525,0
54c2ede0-cd57-4a3d-b9eb-6ffe90c186a6,DRIAMS-C,2,0.0020475109150464603,0.117519565,1
567589cc-30c0-4d4d-b130-741273ec57b9,DRIAMS-C,2,0.001056522787718751,0.06058035,0
578adc3c-90ef-4854-badb-85359b9e609f,DRIAMS-C,2,0.0006880149389337891,0.039435796,0
57bf28b6-6d56-4d34-bd4f-136562fa52d2,DRIAMS-C,2,0.0014861733648011022,0.08525291,0
5a768ee2-b288-48dd-9155-4c1cd8fca101,DRIAMS-C,2,0.000937040963889343,0.05372291,1
5c2d7972-41f6-4e72-90df-518fa17ca911,DRIAMS-C,2,0.0007765547489533132,0.044514682,0
6669d043-d10a-46c4-b638-69a6e0f7776a,DRIAMS-C,2,0.0005514088534580385,0.031601455,0
67d4e9ee-df52-4500-aa51-641e3246d8e7,DRIAMS-C,2,0.0017211219824354743,0.09875375,0
6842f06f-156f-491d-aa41-a2c211ac65fc,DRIAMS-C,2,0.0012058242927925364,0.06915154,0
6cab683a-cc5f-47c6-8b10-18e117ccf932,DRIAMS-C,2,0.00326693240836894,0.18773927,0
6d6f4606-e762-4c91-bcd6-264efb3a536b,DRIAMS-C,2,0.0005006059124257375,0.028688462,0
72e5724f-2a27-4c0c-9b45-4ec36ddf6c53,DRIAMS-C,2,0.052044182242983704,3.1446905,1
72fcdc8c-deef-4f37-81c0-317acd9da8fe,DRIAMS-C,2,0.00046200388294542776,0.026475254,1
737c6f92-bce7-4a30-82a1-5de45f8e4e7e,DRIAMS-C,2,0.0021221852444475576,0.12181471,0
7799a66f-50c2-4014-925f-ab6ed97179dc,DRIAMS-C,2,0.0008418197348097892,0.048259042,1
7931b36c-1be8-41fd-8888-5584d70a5376,DRIAMS-C,2,0.0009188967059866075,0.0526817,0
7b9a5134-02ba-4c57-810e-a559497b1845,DRIAMS-C,2,0.00026110723687926876,0.014959812,0
8116892c-7663-4e41-ac12-372755b96b01,DRIAMS-C,2,0.00046783630116293407,0.02680964,0
812335ff-9c4a-4c5d-99a6-27390e50fe0e,DRIAMS-C,2,0.0004179692834423774,0.023950785,1
8d639d94-7d38-4f87-8cfa-d15c08544647,DRIAMS-C,2,0.00025445206272641603,0.014578416,0
904ba99e-8f11-4def-aa8d-d309c60ffe69,DRIAMS-C,2,0.001102738412958846,0.06323325,0
90a50945-2fe8-44d1-9307-1c448831798f,DRIAMS-C,2,0.0003526885683461252,0.020208701,0
9e886d98-b525-4341-9d4f-1f9b67e4b084,DRIAMS-C,2,0.00026310133245507433,0.015074092,0
9ece301f-ad07-484a-8766-8faf550a277d,DRIAMS-C,2,0.0007065000464312523,0.040496077,1
a2167137-4f68-4034-8376-dd25936ad094,DRIAMS-C,2,0.000319639138178,0.018314397,0
a5aa5ab6-59cb-4dbf-a3bd-cc8ce2b57622,DRIAMS-C,2,0.0003412303201317273,0.019551931,1
aab9b2dd-971c-4841-89c5-1df8a7c60300,DRIAMS-C,2,0.001323600959641742,0.07591474,0
ad798891-0939-49af-ba38-acf6ae186e8c,DRIAMS-C,2,0.003998677592381296,0.22995894,0
b97eae91-b0b5-40bb-81f6-40bd81b49ded,DRIAMS-C,2,0.0004489081321567561,0.025724461,0
b9c729ad-d5bd-448c-8856-32135d985100,DRIAMS-C,2,0.0019939336207641417,0.11443829,0
bf22d825-0a10-4b9b-ae23-799144d206db,DRIAMS-C,2,0.0003436091910797274,0.019688284,0
c257176a-c454-4411-89c6-b8b67ebb3bc1,DRIAMS-C,2,0.0005563129721797826,0.03188267,0
c40f132a-bb38-4b02-bde1-df155665f8d3,DRIAMS-C,2,0.000314534734759104,0.018021837,0
c9272606-a7b9-4ce9-a540-94ed9891addd,DRIAMS-C,2,0.0012376595564229506,0.07097949,0
c9ac9718-bf80-4ea9-9cdf-ff208e682670,DRIAMS-C,2,0.0014002632803598403,0.080317855,0
cc6ed366-c1a4-40d8-b703-2c11a6d8dcb3,DRIAMS-C,2,0.0008854657528776255,0.050763354,0
ceb7593d-3fce-4bb0-a8d8-ec328822ed98,DRIAMS-C,2,0.0009446273348903601,0.05415827,0
