code,clip,q_target,weight,y
029f0abf-1664-424f-88cb-11c9c8af2b11,2,0.06631529949455796,2.3528373,0
08149af1-10f5-4f02-81d8-3d46d66d4a7a,2,0.12916755533097887,4.913571,0
08fe3876-ecee-4ddc-9aa9-a84f605757f7,2,0.010113994376679782,0.33846667,0
0a9fdd4b-7180-47c0-849e-cb32d46da94c,2,0.0023369343415596145,0.0775963,0
0d82f4c4-473c-49d8-8c85-e3e36e96d047,2,0.00983777323194235,0.32913104,1
0f1b40f3-248c-43f5-9dfa-d46f003961b7,2,0.03767585840231569,1.2969408,0
10f4b28a-f3f3-4ae4-9bc0-586f958637b1,2,0.006124447546751802,0.20413303,0
137bda86-d8bf-43f6-ba35-1fd8af957c91,2,0.022834903794900357,0.77412236,0
1aee5e96-b3fb-451f-becc-55e53261212a,2,0.0025008092445372573,0.083051294,0
1ef23f8d-3105-4a77-91ab-7bff93b060f4,2,0.010253629864148968,0.34318802,0
2e4ea4f9-0762-4d27-8a13-6897b8a8797c,2,0.002990312364536852,0.09935634,1
3041d8ce-63b6-4a6a-b112-29abc090ba25,2,0.11576645931375121,4.337047,0
33884a4d-9d1c-4383-b8b0-d28db083626b,2,0.0006950106343527665,0.023039432,0
376bbd61-863d-4b5e-9a24-8adfb6423b0d,2,0.004457292766696832,0.14831656,0
3b3b3d5d-95e6-4ddc-8a68-4c7e92ebdeeb,2,0.011470125872556577,0.38437644,0
3dd9604c-2b0a-422b-a588-c18f55acac79,2,0.0009836749296968437,0.032618005,1
3ede29db-1e7e-4e8c-bc20-10f6bc035677,2,0.002522578232084573,0.083776064,0
4790f1d2-8892-43ea-bea9-65c7515f567a,2,0.001677347829818193,0.055658385,0
484efd08-2de3-45f0-9430-d88e6c53c32b,2,0.4431730007277728,12.901064,0
49eceea6-f184-4ed2-9cf6-e6d411c47f85,2,0.025051040709371534,0.8511817,0
54c2ede0-cd57-4a3d-b9eb-6ffe90c186a6,2,0.01194284303349329,0.4004092,1
567589cc-30c0-4d4d-b130-741273ec57b9,2,0.00274063338452436,0.09103768,0
578adc3c-90ef-4854-badb-85359b9e609f,2,0.01298075418964047,0.435665,0
57bf28b6-6d56-4d34-bd4f-136562fa52d2,2,0.0005021581192185197,0.016643208,0
5a768ee2-b288-48dd-9155-4c1cd8fca101,2,0.022581805681623202,0.7653439,1
5c2d7972-41f6-4e72-90df-518fa17ca911,2,0.002289112744443346,0.07600477,0
6669d043-d10a-46c4-b638-69a6e0f7776a,2,0.06341360261973861,2.2429159,0
67d4e9ee-df52-4500-aa51-641e3246d8e7,2,0.0027116452852930296,0.09007215,0
6842f06f-156f-491d-aa41-a2c211ac65fc,2,0.8586772587955499,12.901064,0
6cab683a-cc5f-47c6-8b10-18e117ccf932,2,0.008446784800778769,0.2821979,0
6d6f4606-e762-4c91-bcd6-264efb3a536b,2,0.05921608123958301,2.0851061,0
72e5724f-2a27-4c0c-9b45-4ec36ddf6c53,2,0.27741726551488133,12.718161,1
72fcdc8c-deef-4f37-81c0-317acd9da8fe,2,0.008456913385811806,0.2825392,1
737c6f92-bce7-4a30-82a1-5de45f8e4e7e,2,0.0030691412576489964,0.10198357,0
7799a66f-50c2-4014-925f-ab6ed97179dc,2,0.0005995234529376775,0.019872157,1
7931b36c-1be8-41fd-8888-5584d70a5376,2,0.01304731028755557,0.43792832,0
7b9a5134-02ba-4c57-810e-a559497b1845,2,0.000763592506595888,0.025314642,0
8116892c-7663-4e41-ac12-372755b96b01,2,0.0031677470535500084,0.10527053,0
812335ff-9c4a-4c5d-99a6-27390e50fe0e,2,0.0065523745566748275,0.21849029,1
8d639d94-7d38-4f87-8cfa-d15c08544647,2,0.018588203094949452,0.6274289,0
904ba99e-8f11-4def-aa8d-d309c60ffe69,2,0.010765991808542364,0.36052334,0
90a50945-2fe8-44d1-9307-1c448831798f,2,0.0018977470475709105,0.06298566,0
9e886d98-b525-4341-9d4f-1f9b67e4b084,2,0.012411689630705157,0.41632584,0
9ece301f-ad07-484a-8766-8faf550a277d,2,0.002407321838951673,0.079939105,1
a2167137-4f68-4034-8376-dd25936ad094,2,0.0007435818690648599,0.024650756,0
a5aa5ab6-59cb-4dbf-a3bd-cc8ce2b57622,2,0.000860820594057398,0.028540729,1
aab9b2dd-971c-4841-89c5-1df8a7c60300,2,0.0005899172059922421,0.019553555,0
ad798891-0939-49af-ba38-acf6ae186e8c,2,0.04571472538983688,1.5869246,0
b97eae91-b0b5-40bb-81f6-40bd81b49ded,2,0.012621333699477958,0.42344782,0
b9c729ad-d5bd-448c-8856-32135d985100,2,0.028540900441716855,0.97324353,0
bf22d825-0a10-4b9b-ae23-799144d206db,2,0.06744786052695076,2.3959262,0
c257176a-c454-4411-89c6-b8b67ebb3bc1,2,0.005631019386088764,0.18759352,0
c40f132a-bb38-4b02-bde1-df155665f8d3,2,0.009700629810126588,0.32449785,0
c9272606-a7b9-4ce9-a540-94ed9891addd,2,0.49013769618214514,12.901064,0
c9ac9718-bf80-4ea9-9cdf-ff208e682670,2,0.32559036442758305,12.901064,0
cc6ed366-c1a4-40d8-b703-2c11a6d8dcb3,2,0.004180505080237436,0.13906778,0
ceb7593d-3fce-4bb0-a8d8-ec328822ed98,2,0.17016232053239608,6.792797,0
d1154b52-c698-4358-ba1e-803a74dcca85,2,0.009015699094854017,0.30137762,0
d1b4b467-9d4e-4f19-a4c6-a80e4f9cc0bf,2,0.005005440827341066,0.16664797,0
d278e547-7fe4-4800-ac67-cf339e0b1ed4,2,0.0046686312295079,0.15538184,0
d2f0a027-49ae-4c14-8979-2d6ac96b6b2a,2,0.004585860666571666,0.15261437,1
d3d7352e-e3b4-4bca-ba93-5f262d184641,2,0.5116772535473026,12.901064,0
d5bd8e2b-8fcb-4151-8856-c82390f5c4d2,2,0.20040536269128434,8.302671,0
daddd636-1c0e-4039-81b5-807fc4f73f60,2,0.020451057082245927,0.69162077,0
dccbf860-fb3d-47bd-b696-5360b7388a14,2,0.05286075865888052,1.8488342,0
e17be8c9-b941-43ae-885b-50fd8f73d5c8,2,0.003430805050880098,0.114042565,1
e2944974-79cf-4457-b042-f56a42fb717c,2,0.003924283847794534,0.13051079,1
e97bff65-c4cd-4084-8a4c-7043e88d6eae,2,0.03406289071308431,1.1681834,0
ee38703c-83a0-48ea-88c6-a12f183b858a,2,0.002940861633006473,0.097708434,0
f6b42fbd-39a9-42c3-9f1b-994978551c4c,2,0.04839626363985134,1.6847446,0
f70be222-eadc-4858-b4d4-6812b2b0e925,2,0.013247957657470819,0.4447534,1
f8a5b57b-4394-483b-b841-206558d12f48,2,0.0029043637060160205,0.09649228,0
f9d2938b-d604-4122-aa81-0be8fb759558,2,0.002133873523989532,0.07083938,1
fe1b2336-de86-414c-98ea-4e492464fb20,2,0.01160354183999068,0.38889986,0
000a2090-67fb-4556-8d34-3b758508be98,2,0.001988410798569342,0.06600076,0
0057f21c-94f9-4f35-b8ff-969e187ef1f8,2,0.004472788929108048,0.14883451,1
006b5b47-cfad-441e-8ffe-b5fc7d54453a,2,0.0035819287394128945,0.11908409,0
00b05126-2b76-4f1d-a7ca-377064762c7d,2,0.0029134419863716325,0.09679477,0
00e1de5d-7492-4cf6-afd0-0b3a920d6fd4,2,0.0010376153262287144,0.03440849,0
016a1cd1-4e65-4824-829d-997064f124bd,2,0.0031230687250212216,0.10378113,0
017e030d-b368-4939-9736-f72b8ac15843,2,0.0006230397818992796,0.020652128,0
02421046-d69e-4a5d-8aac-31c173c6d733,2,0.026302231696956634,0.8948429,0
028189bb-7d8a-4461-9478-9e281ffd855d,2,0.07671021039171917,2.7522857,0
02b00da7-10b8-4274-a03f-3c72ea2593e8,2,0.0025571053887272076,0.08492567,0
02c1f5ad-b5a7-48ab-a9d6-e95867d0c46c,2,0.008610216384713829,0.2877054,0
02e73554-3b10-46b0-8b86-7ac4ee5f7902,2,0.001984397904712768,0.06586729,1
04471ac7-98b2-4d32-8742-a1ca4987c301,2,0.0009534672377195111,0.031615384,1
04d86435-7323-4740-81f1-d2675f0cdcf2,2,0.034940236678310886,1.1993613,0
056c1d17-0bd5-4e01-a6af-8db3855c386d,2,0.0010391777458311968,0.03446036,1
05981d73-231f-48eb-bc65-49b69037cd78,2,0.003393935324756962,0.11281281,0
05a93e02-74eb-4c39-8b5b-3d9c54b8707a,2,0.004681506529019139,0.15581237,0
05eb1da1-f4a4-4e29-b900-6485fef60010,2,0.0011605829348945277,0.038490973,1
05fa2573-b164-4edf-a853-0f5de4e8c936,2,0.13260617010045495,5.0643744,0
06825752-3af3-4cba-b4e7-6040c08748e1,2,0.002242387227964208,0.07444987,1
0695b3e8-754c-4c6c-b702-e66ef0e377e6,2,0.035637145406579536,1.2241675,1
06c09947-ac59-4547-9603-14b23860bb0c,2,0.0005667340461327367,0.018784683,0
07223f71-9554-4071-9627-faa2d8eaf6b0,2,0.0011619837607620722,0.038537487,0
07296253-c7a6-47bf-9d19-da5b3f0264cf,2,0.002177286565688972,0.07228374,0
077ff6fb-789d-4286-9204-2d1b54843ebe,2,0.5464273347895559,12.901064,0
0786f1d1-24e1-402d-8ce4-5c21b871b800,2,0.000783645010243536,0.025979945,1
0789b762-6d34-4ad7-8169-04e8f91b724e,2,0.0019876426393297293,0.06597521,0
0793f1d4-f464-4e51-8c7e-a60d8166cf3f,2,0.004867876246401291,0.16204557,0
07adc445-026d-48b5-abac-c5287557b4dd,2,0.0009201640917836023,0.030510088,1
07b59590-1134-4ffd-9886-59ad8d5a417f,2,0.0006611409571124824,0.021915918,1
081e374d-889a-4f88-b298-6fa1501b5ce8,2,0.225944513106028,9.669591,0
0834b1ad-352c-4845-8afd-fc0f94f34d69,2,0.003222147516669669,0.10708421,1
08601f5d-7d14-4874-8e9e-9a40b9208ec0,2,0.0030540279081626145,0.101479836,0
08bec5e3-3f71-4a31-9934-83133bd995bf,2,0.001686695850402989,0.055969097,0
08c3d5f9-bca2-4923-a12d-25eddf226c89,2,0.014255999851869648,0.47908428,0
08dc2b96-2e4a-478a-883e-bc46f42886c6,2,0.09239662811826982,3.3723948,0
092af997-1f97-4c57-b2f4-67798b264e9c,2,0.00649059892385892,0.21641691,0
09a1f63b-5084-4fbc-b5ea-c272c12f9fbf,2,0.004071372816629404,0.13542257,0
09ac731e-7bca-45d6-8512-2663c4115cdf,2,0.0032694693850852793,0.108662054,0
09e259e6-a195-4cba-9721-f69b22e183a3,2,0.0027504367342062997,0.09136423,1
09e8858d-0104-46b6-bea8-d2e282026c33,2,0.0010356342496935017,0.03434273,0
0a053018-efb4-4413-9baf-9b1e80b1899f,2,0.013504091372268335,0.4534699,0
0a5fd4b5-4bbf-4e2d-bc90-d9d62f9a4ebc,2,0.0014524725805055625,0.048185635,0
0a65472d-6804-4830-af8d-17f38ba2a8c6,2,0.01605817530406236,0.54063624,0
0a87a417-2857-4f03-8794-320ffb7d7019,2,0.0026222279706225897,0.08709418,1
0a969df8-d606-4b3c-9848-f182248e40a4,2,0.009688077879152681,0.32407385,0
0af0930b-0ae5-485d-ae74-3ecac3f985bf,2,0.03643428201186453,1.2525852,0
0b249599-a31d-4455-b003-928796183372,2,0.002052200226889629,0.068122454,0
0ba0dca3-f892-48a6-b7d0-e19f0a853bcd,2,0.0400194724849553,1.3809798,1
0be8660c-c411-4fd4-b5ee-19fca4161563,2,0.01306887494978695,0.43866172,1
0bffe97f-7dc0-4e57-a2ad-41ffbee3ee55,2,0.001196851497054437,0.03969527,1
0c66b2fb-5a60-4d40-b2c7-772387c4d35e,2,0.008795392026888444,0.29394785,0
0cf8aec7-1aec-4b0b-a1ea-378c97b4bdd6,2,0.0011692906034597697,0.038780104,0
0d00cf96-8eea-4b29-8642-3fedcc436143,2,0.0005995386565304609,0.019872662,1
0d8c1c6b-4700-4824-a7aa-381d2c900752,2,0.012142847630659283,0.4071972,0
0ddaa643-89d4-45b1-a112-3f8e15b8d8f5,2,0.0007286499373815197,0.02415538,0
0de10516-ed51-492b-8729-9e975ba35542,2,0.0005890698222008464,0.01952545,0
0de6ca2d-8bf1-4950-9d8c-fa2c12f7bff5,2,0.009905506975911079,0.3314198,0
0dee89d5-a541-4cd8-bce0-de124f565514,2,0.0014022251283557568,0.04651634,0
0e30a82f-0a3e-41bc-9f9d-4d16aee55fec,2,0.0005610193518483978,0.01859516,0
0e470a5b-8ac3-4037-b073-384b10f560f2,2,0.004636584026656739,0.15431027,1
0e8e4f02-9116-4837-ab2f-aca35b403ed3,2,0.006629173636462243,0.22106825,0
0ed93ed8-b38d-4205-82af-4eb78aaa341b,2,0.01391644497723205,0.46751222,0
0f17bb3c-6d60-4705-8048-8d0fb96dd227,2,0.001728141262588278,0.05734675,0
0f18ef2a-9ea2-4b88-8e9b-5977a47302a1,2,0.0026462956050549275,0.087895684,0
